City,Image Source,Business Name,Rating,Number of Reviews,Categories,Address,Studio Workshop Url: SW
Castrop-rauxel,https://files.eversports.com/87abf1f1-e324-4cc0-b887-4581dfa917c2/img-20170725-wa00052225jpg-small.webp,körpernah,rating,5 (20 Rezensionen),"['Pilates', 'Yoga', 'Poledance', 'Acroyoga', '+ 8']","Ahsener Straße 130 , 45711 Datteln",https://www.eversports.de/sw/körpernah
Celle,https://files.eversports.com/de31e247-4449-494f-9960-814f69321f04/unadjustednonraw_thumb_5006jpg-small.webp,PoleathletiX,rating,"4,9 (29 Rezensionen)","['Pilates', 'Zumba', 'Poledance', 'Power Pole', '+ 5']","Industriestraße 10 , 29227 Celle",https://www.eversports.de/sw/poleathletix
Dachau,https://files.eversports.com/a994953f-18f3-4f37-9755-bbd487d4daa2/janine1jpg-small.webp,The Supergirl Studio,rating,"4,9 (96 Rezensionen)","['Poledance', 'Power Pole', 'Stretching', 'Aerial Silk', '+ 8']","Brunngartenstraße 5a , 85221 Dachau",https://www.eversports.de/sw/the-supergirl-studio
Dachau,https://files.eversports.com/f1142638-8b9d-4e28-b4f9-dd0783f24253/mpd_poledetail_2964jpg-small.webp,Munich Poledance,rating,"4,9 (74 Rezensionen)","['Yoga', 'Poledance', 'Personal Training', 'Power Pole', '+ 14']","Leonrodplatz 2, 80636 München",https://www.eversports.de/sw/munich-poledance
Dachau,https://files.eversports.com/a485078c-46f1-420d-9c67-91584892c189/juw2005-007-pole2-8951jpg-small.webp,Health & Shape München,rating,5 (18 Rezensionen),"['Fitness', 'Pilates', 'Tanzen', 'Turnen', '+ 37']","Milchstraße 4 , 81667 München",https://www.eversports.de/sw/health-&-shape-münchen
Darmstadt,https://files.eversports.com/eb559ada-b564-4055-9643-4eb299140399/dsc00776jpg-small.webp,Pole Faction - Pole Dance & Fitness,rating,"4,7 (15 Rezensionen)","['Poledance', 'Aerial Hoop', 'Polesport', 'Heels', '+ 4']","Heidelberger Landstrasse , 64297 Darmstadt",https://www.eversports.de/sw/pole-faction---pole-dance-&-fitness
Delmenhorst,https://files.eversports.com/50e0328f-0b23-4c41-bde0-9f57f0d50759/foto-311019-13-12-24-1jpg-small.webp,Stadtgazellen Bremen,rating,"4,9 (70 Rezensionen)","['Poledance', 'Aerial Yoga', 'Stretching', 'Aerial Silk', '+ 3']","Bremerhavener Straße 210 , 28217 Bremen",https://www.eversports.de/sw/stadtgazellen-bremen
Ditzingen,https://files.eversports.com/84293197-ba6b-4e7b-87cd-d48465de814f/colour_circlepng-small.webp,VerticalArts Pole & Aerial Fitness,rating,"4,8 (63 Rezensionen)","['Poledance', 'Aerial Yoga', 'Floorwork', 'Aerial Hoop', '+ 2']","Augustenstraße 21 , 70178 Stuttgart",https://www.eversports.de/sw/verticalarts-pole-&-aerial-fitness
Donzdorf,https://files.eversports.com/976141ce-0eb1-4588-b952-520526e0c124/_22b9264jpg-small.webp,Polemotions GP,rating,5 (22 Rezensionen),"['Tanzen', 'Poledance', 'Krafttraining', 'Stretching', '+ 5']","Im Pfingstwasen 1 , 73035 Göppingen",https://www.eversports.de/sw/polemotions-gp
Donzdorf,https://files.eversports.com/830c9f96-a68a-4da5-8cbc-e7a2f7641050/a0cc2761-5b6b-4f41-856c-1a809cba359djpeg-small.webp,Pole Acrobatics,rating,5 (32 Rezensionen),"['Poledance', 'Power Pole', 'Stretching', 'Handstand', '+ 4']","Geislinger Straße 2 , 73326 Deggingen",https://www.eversports.de/sw/pole-acrobatics
Dormagen,https://files.eversports.com/0c6cc306-d878-4025-98ee-1dff9b6060c3/dscf6104-2jpeg-small.webp,BodySoul Studio Düsseldorf,rating,"4,9 (10 Rezensionen)","['Fitness', 'Gymnastik', 'Yoga', 'Poledance', '+ 17']","Süllenstraße 30, 40599 Düsseldorf",https://www.eversports.de/sw/bodysoul-studio-düsseldorf
Dormagen,https://files.eversports.com/5a0544b7-0bbe-44fa-8bb0-7672ce1ecd8f/dsc06058jpg-small.webp,Pole Land,rating,"4,9 (57 Rezensionen)","['Poledance', 'Aerial Yoga', 'Akrobatik', 'Acroyoga', '+ 13']","Kölner Straße 336A , 40227 Düsseldorf",https://www.eversports.de/sw/pole-land
Drensteinfurt,https://files.eversports.com/3279e225-badb-4da9-a5d5-6e6eb535cd18/pole-dance-schwerelos-annajpg-small.webp,schwerelos Münster,rating,"4,8 (6 Rezensionen)","['Fitness', 'Tanzen', 'Yoga', 'Poledance', '+ 23']","Weseler Straße 675D , 48163 Münster",https://www.eversports.de/sw/schwerelos-münster
Duisburg,https://files.eversports.com/35e4f24f-327f-4302-8f10-fccde1e443db/14472012kl4-small.webp,Pole Dance Krefeld,rating,"4,9 (86 Rezensionen)","['Aerobic', 'Poledance', 'Zirkeltraining', 'Bodywork', '+ 8']","Hochfelder Straße 47, 47809 Krefeld",https://www.eversports.de/sw/pole-dance-krefeld
Emmendingen,https://files.eversports.com/7b039bba-323e-4649-ad88-fdbc96ef529a/logo_weissjpg-small.webp,Tanzteufel,rating,"4,9 (36 Rezensionen)","['Poledance', 'Power Pole', 'Chairdance', 'Aerial Silk', '+ 4']","Karl-Friedrich-Straße 76 , 79312 Emmendingen",https://www.eversports.de/sw/tanzteufel
Engen,https://files.eversports.com/7a1b1df5-c55b-416d-bdc2-2229b2e3b9bf/0s6a3462jpg-small.webp,Glow Sports Club,rating,"4,9 (13 Rezensionen)","['Fitness', 'Pilates', 'Tanzen', 'Yoga', '+ 24']","Industriepark 201 , 78244 Gottmadingen",https://www.eversports.de/sw/glow-sports-club
Eppelheim,https://files.eversports.com/3f2ba352-5ef2-4265-bbd9-b75a03e20abc/img_8663jpg-small.webp,Pole and Move Heidelberg,rating,5 (14 Rezensionen),"['Poledance', 'Power Pole', 'Stretching', 'Chairdance', '+ 1']","Hauptstraße 58, 69214 Eppelheim",https://www.eversports.de/sw/pole-and-move-heidelberg
Eppelheim,https://files.eversports.com/4a233978-1690-44ab-b684-3b1b3cb918c2/dsc04047-editpng-small.webp,Pole Statement,rating,5 (22 Rezensionen),"['Poledance', 'Outdoor Fitness', 'Fitness und Yoga']","Siemensstraße 40 , 69123 Heidelberg",https://www.eversports.de/sw/pole-statement
Eppelheim,https://files.eversports.com/81cc5308-7901-456c-a8d7-a33993fa5db4/whatsapp-image-2023-03-15-at-183319-1jpeg-small.webp,Pole Dance Palazzo Sportivo,rating,"4,9 (16 Rezensionen)","['Poledance', 'Stretching', 'Chairdance', 'Aerial Hoop', '+ 2']","Rudolf-Diesel-Straße 54 , 69190 Walldorf",https://www.eversports.de/sw/pole-dance-palazzo-sportivo
Eppelheim,https://files.eversports.com/9af66252-d4f0-4b40-9d13-18a82ee5660b/miriams-web-3096jpg-small.webp,Pole and Move Ketsch,rating,"4,9 (23 Rezensionen)","['Fitness', 'Poledance', 'Power Pole', 'Stretching', '+ 6']","Gutenbergstraße 36 , 68775 Ketsch",https://www.eversports.de/sw/pole-and-move-ketsch
Eppstein,https://files.eversports.com/6c3cb01d-0fea-4e40-8525-5c7f2463add7/img_20190622_122424jpg-small.webp,Polea - Pole and Aerial Dance,rating,5 (87 Rezensionen),"['Fitness', 'Tanzen', 'Poledance', 'Aerial Yoga', '+ 7']","Budenheimer Parkallee 5 , 55257 Budenheim",https://www.eversports.de/sw/polea---pole-and-aerial-dance
Eppstein,https://files.eversports.com/e49d7226-2e71-4b71-85bf-9fa0ebc08f33/img_3867jpg-small.webp,Tanzstudio Michel,rating,5 (1 Rezension),"['Fitness', 'Tanzen', 'Poledance', 'Stretching', '+ 2']","Schmalweg 50, 55252 Wiesbaden",https://www.eversports.de/sw/tanzstudio-michel
Erkrath,https://files.eversports.com/b0bce89e-0a39-429d-b996-6173bcde1313/20220515144802_fr2_2643-ps_43jpg-small.webp,POLEDANCE NRW,rating,"4,9 (42 Rezensionen)","['Tanzen', 'Hip Hop', 'Poledance', 'Aerial Yoga', '+ 38']","Rethelstraße 28 Hof , 40237 Düsseldorf",https://www.eversports.de/sw/poledance-nrw
Eschborn,https://files.eversports.com/64b2ce0b-d0f6-497a-beff-57c64038ce03/studio-6jpg-small.webp,UpsideDown Studio Bad Homburg,rating,5 (18 Rezensionen),"['Fitness', 'Tanzen', 'Yoga', 'Poledance', '+ 15']","Louisenstraße 98 , 61348 Bad Homburg vor der Höhe",https://www.eversports.de/sw/upsidedown-studio-bad-homburg
Eschborn,/static/media/icon-white.929e2590.svg,UpsideDown Studio Friedrichsdorf,rating,"4,8 (3 Rezensionen)","['Fitness', 'Tanzen', 'Yoga', 'Poledance', '+ 12']","Am Houiller Platz 4D , 61381 Friedrichsdorf",https://www.eversports.de/sw/upsidedown-studio-friedrichsdorf
Ettlingen,https://files.eversports.com/4fc22a43-cee0-4061-a632-f7c9d5ee381b/unknown-1jpg-small.webp,Papillon Dance and Sport Academy,rating,5 (22 Rezensionen),"['Tanzen', 'Poledance', 'Ballett', 'Stretching', '+ 3']","Hardtstraße 39a , 76185 Karlsruhe",https://www.eversports.de/sw/papillon-dance-and-sport-academy
Flensburg,https://files.eversports.com/86ae05b5-4c74-476a-b2d4-c269c2f98416/dd290718-b950-4071-8301-0e57ba0a4281jpeg-small.webp,Seemannsbraut Poledance,rating,"4,9 (34 Rezensionen)","['Tanzen', 'Yoga', 'Poledance', 'Funktionelles Training', '+ 12']","Ochsenweg 27-29 , 24941 Flensburg",https://www.eversports.de/sw/seemannsbraut-poledance
Flensburg,https://files.eversports.com/d8b98a8e-e520-49d8-b6e4-8c2835bc2b84/1fb4829e-e4e5-4b93-a5f8-7089c7b67633jpeg-small.webp,"move Lounge - Pilates, PowerPlate, TRX, Personaltraining",rating,5 (21 Rezensionen),"['Fitness', 'Golf', 'Pilates', 'Personal Training', '+ 21']","Mathildenstraße 2 , 24937 Flensburg","https://www.eversports.de/sw/move-lounge---pilates,-powerplate,-trx,-personaltraining"
Freystadt,https://files.eversports.com/2493ff0c-9257-4c4b-8649-4fc92c88fee6/_22b1088jpg-small.webp,BALANCE Neumarkt,rating,"4,9 (92 Rezensionen)","['Pilates', 'Tanzen', 'Yoga', 'Aerobic', '+ 9']","Deininger Weg 94 , 92318 Neumarkt in der Oberpfalz",https://www.eversports.de/sw/balance-neumarkt
Friedrichsthal,https://files.eversports.com/22c70aea-bf3a-4ee2-be9b-62d7b2024bfa/fuer-eversportsjpg-small.webp,Aerial Art Poledance,rating,"4,9 (103 Rezensionen)","['Poledance', 'Online Klasse']","Holzer Straße 98 , 66287 Quierschied",https://www.eversports.de/sw/aerial-art-poledance
Friedrichsthal,https://files.eversports.com/3923d882-25f5-4b7a-92bf-06600a6b2e64/dsc_6348_webjpg-small.webp,Polerina's Poledance,rating,"4,9 (34 Rezensionen)","['Poledance', 'Aerial Yoga', 'Lapdance', 'Chairdance', '+ 5']","Deutschherrnpfad 14-20 , 66117 Saarbrücken",https://www.eversports.de/sw/polerina's-poledance
Fulda,https://files.eversports.com/4658a324-7c2d-4237-a143-fd0f2a07c5ea/level-41jpg-small.webp,Les.Pole,rating,5 (11 Rezensionen),"['Yoga', 'Poledance', 'Akrobatik', 'Power Pole', '+ 12']","Bellingerstraße 12 , 36043 Fulda",https://www.eversports.de/sw/les.pole
Georgsmarienhütte,https://files.eversports.com/49b461dd-628a-4bcc-8b40-1b9571fc6100/ab6a5565jpg-small.webp,Stadtgazellen Studio,rating,"4,9 (63 Rezensionen)","['Fitness', 'Yoga', 'Poledance', 'Aerial Yoga', '+ 7']","Neulandstraße 12 , 49084 Osnabrück",https://www.eversports.de/sw/stadtgazellen-studio
Ginsheim-gustavsburg,https://files.eversports.com/1529e6c9-8798-4b61-baef-6ea8512f2ac3/brass_monkeyjpg-small.webp,Janine Hollung,rating,5 (3 Rezensionen),"['Poledance', 'Stretching', 'Aerial Dance', 'Aerial Hoop', '+ 1']","Klarastraße 4 , 55116 Mainz",https://www.eversports.de/sw/janine-hollung
Gommern,https://files.eversports.com/4b2be055-5760-4931-a3ea-b3f673e11450/tpl_logo_300jpg-small.webp,The Pole Lounge,rating,5 (31 Rezensionen),['Poledance'],"Goethestraße 6b , 39108 Magdeburg",https://www.eversports.de/sw/the-pole-lounge
Gommern,https://files.eversports.com/78b82db2-3cba-470f-8e16-c922523cc20f/64223736_2277919328921926_2449065385257861120_njpg-small.webp,Firstsports - Polefitness,rating,"4,9 (38 Rezensionen)","['Fitness', 'Yoga', 'Poledance', 'Aerial Yoga', '+ 10']","Halberstädter Straße 17 , 39112 Magdeburg",https://www.eversports.de/sw/firstsports---polefitness
Gronau,https://files.eversports.com/22e7d9d0-8dd2-42d6-9685-23324183cb55/poledance-classpng-small.webp,Studio Nienke,rating,"4,9 (39 Rezensionen)","['Fitness', 'Tanzen', 'Poledance']","Het Sander 43 , 7522 AL Enschede",https://www.eversports.de/sw/studio-nienke
Gröningen,https://files.eversports.com/08b1616c-9871-46e9-8bc7-bb00631c314e/calipso-22april2022-29jpg-small.webp,CALIPSO STUDIO,rating,"4,8 (30 Rezensionen)","['Pilates', 'Poledance', 'Zirkeltraining', 'Barre-Training', '+ 13']","Timpweg 6 , 9731 AL Groningen",https://www.eversports.de/sw/calipso-studio
Gundelsheim,https://files.eversports.com/1d5b3c05-5ab4-4d7f-bb92-5dd22aea60a4/unbenannt-2png-small.webp,POLEside,rating,"4,9 (11 Rezensionen)","['Fitness', 'Poledance', 'Aerial Yoga', 'Aerial Dance', '+ 3']","Saline 5, 74177 Bad Friedrichshall",https://www.eversports.de/sw/poleside
Halle,https://files.eversports.com/2d79726e-9264-42a7-b570-5dc1acd5b1d7/_b2a3268-small.webp,Polefriends Halle,rating,5 (38 Rezensionen),"['Fitness', 'Poledance', 'Akrobatik', 'Acroyoga', '+ 17']","Leipziger Straße 36 , 06108 Halle",https://www.eversports.de/sw/polefriends-halle
Halle,https://files.eversports.com/ba6d87a7-56e4-44d7-b6c8-111ed155eed1/img_5995-2jpg-small.webp,Pole Dance Beauties,rating,5 (24 Rezensionen),"['Pilates', 'Poledance', 'Krafttraining', 'Stretching', '+ 5']","Edmund-von-Lippmann-Straße 9 , 06112 Halle (Saale)",https://www.eversports.de/sw/pole-dance-beauties
Herford,/static/media/icon-white.929e2590.svg,Luftbonbon,rating,5 (9 Rezensionen),"['Poledance', 'Aerial Yoga', 'Chairdance', 'Aerial Hoop', '+ 3']","Königstraße 45 , 32547 Bad Oeynhausen",https://www.eversports.de/sw/luftbonbon
Kempten,https://files.eversports.com/bc62b8a5-4c1d-4e17-bbb4-619f855a3590/img_1-2jpeg-small.webp,PoleCreation,rating,5 (17 Rezensionen),"['Fitness', 'Poledance', 'Personal Training', 'Akrobatik', '+ 1']","Immenstädter Straße 11 , 87435 Kempten (Allgäu)",https://www.eversports.de/sw/polecreation
Kiel,https://files.eversports.com/fae4e502-1edb-4a6d-89b4-f79d161fb109/bildschirmfoto-2018-10-23-um-113904png-small.webp,Pure Motion Kiel,rating,"4,9 (72 Rezensionen)","['Tanzen', 'Yoga', 'Poledance', 'Stretching', '+ 2']","Eichkamp 1 , 24116 Kiel",https://www.eversports.de/sw/pure-motion-kiel
Lebach,https://files.eversports.com/bf6c74ee-a5cd-4c9c-83c1-d8debb71a26e/startjpg-small.webp,Move On! Dance Studio & Polemotions,rating,5 (41 Rezensionen),"['Fitness', 'Tanzen', 'Hip Hop', 'Poledance', '+ 16']","Pachtener Straße 32 , 66763 Dillingen/Saar",https://www.eversports.de/sw/move-on!-dance-studio-&-polemotions
Leipzig,https://files.eversports.com/3cca35a2-2978-49d8-ac33-7c00715d6d8d/3dbdf81c-f891-405f-b557-2b84ce628342jpeg-small.webp,Divapole,rating,5 (6 Rezensionen),['Poledance'],"Kuhturmstraße 2 , 04177 Leipzig",https://www.eversports.de/sw/divapole
Leipzig,https://files.eversports.com/78dd0043-6303-4529-a1fd-e4e29de706d3/2059_copy-1-von-1jpg-small.webp,Aerial Circus,rating,5 (2 Rezensionen),"['Yoga', 'Poledance', 'Krafttraining', 'Akrobatik', '+ 21']","Zschochersche Straße 79B , 04229 Leipzig",https://www.eversports.de/sw/aerial-circus
Leipzig,https://files.eversports.com/806cac19-bd8f-4354-b8a4-6ca0864b0206/img_20211017_165755_255jpg-small.webp,Body meets Soul Leipzig,rating,5 (6 Rezensionen),"['Yoga', 'Poledance', 'Stretching', 'Yin Yoga', '+ 7']","Hüfnerstraße , 04159 Leipzig",https://www.eversports.de/sw/body-meets-soul-leipzig
Meiningen,/static/media/icon-white.929e2590.svg,Niyaha Yoga Susann Kind,rating,"4,9 (19 Rezensionen)","['Yoga', 'Poledance', 'Aerial Yoga', 'Personal Training', '+ 7']","Eduard-Fritze-Straße 5, 98617 Meiningen",https://www.eversports.de/sw/niyaha-yoga-susann-kind
Memmingen,https://files.eversports.com/1d8e37a5-1de1-4951-8e70-b963e29f9b79/_22b9506jpg-small.webp,Flexx Arts - Aerial Dance & Fitness,rating,"4,9 (19 Rezensionen)","['Poledance', 'Online Klasse']","Rostocker Weg 14 , 87700 Memmingen",https://www.eversports.de/sw/flexx-arts---aerial-dance-&-fitness
Memmingen,/static/media/icon-white.929e2590.svg,Poleart_Inspiration,rating,(Noch keine Bewertungen),['Poledance'],"Allgäuer Straße 12 , 87700 Memmingen",https://www.eversports.de/sw/poleart_inspiration
Merseburg,https://files.eversports.com/21eb7a78-c144-493e-b7b5-740258e8237b/439a5148jpg-small.webp,MMC DANCE & Event Studio,rating,5 (10 Rezensionen),"['Zumba', 'Poledance', 'Zirkeltraining', 'Stretching', '+ 7']","König-Heinrich-Straße 12 , 06217 Merseburg",https://www.eversports.de/sw/mmc-dance-&-event-studio
Metzingen,https://files.eversports.com/4b20f524-bcf5-4ed6-9890-12cf5a058ba3/logo1jpg-small.webp,Tanzschule Poledance Reutlingen,rating,"4,9 (39 Rezensionen)","['Fitness', 'Yoga', 'Poledance', 'Rückenfit', '+ 8']","Uhlandstraße 60 , 72793 Pfullingen",https://www.eversports.de/sw/tanzschule-poledance-reutlingen
Neumünster,https://files.eversports.com/f67a81cb-cda8-496b-8bcd-9bcf7d1502aa/7aea6e41-e694-47f6-9ae1-9cd1ae33d92djpeg-small.webp,Anni's Pole-Dance Neumünster,rating,5 (4 Rezensionen),"['Fitness', 'Poledance', 'Handstand', 'Chairdance', '+ 7']","Kieler Straße 52 , 24534 Neumünster",https://www.eversports.de/sw/anni's-pole-dance-neumünster
Norderstedt,https://files.eversports.com/655a12ad-ee21-4542-9e51-b60d90c6e825/eversports_header_sjpeg-small.webp,KAIFU-LODGE,rating,"4,8 (291 Rezensionen)","['Boxen', 'Fitness', 'Laufen', 'Pilates', '+ 53']","Bundesstraße 107 , 20144 Hamburg",https://www.eversports.de/sw/kaifu-lodge
Nürnberg,https://files.eversports.com/ab970e44-c9b8-44ea-9fc0-ea8e468a08db/fv-01-small.webp,-Pole-Aerial-Dance- Souldance,rating,"4,9 (62 Rezensionen)","['Tanzen', 'Poledance', 'Flexibles Training', 'Akrobatik', '+ 1']","Turnerheimstraße 45 , 90441 Nürnberg",https://www.eversports.de/sw/-pole-aerial-dance--souldance
Nürnberg,https://files.eversports.com/295ac655-c627-4675-b642-2af6eb50d099/dsc03023-edit-2jpg-small.webp,Flow Fusion Pole-Aerial-Dance Studio,rating,5 (5 Rezensionen),"['Zumba', 'Poledance', 'Stretching', 'Aerial Dance', '+ 3']","Platenstraße 64 , 90441 Nürnberg",https://www.eversports.de/sw/flow-fusion-pole-aerial-dance-studio
Nürnberg,https://files.eversports.com/999a5989-6e1e-4fb3-be0b-2ff0406d3d4e/chalies-angelsjpg-small.webp,Lustforlife.Studio,rating,5 (24 Rezensionen),"['Yoga', 'Vinyasa Yoga', 'Yin Yoga', 'Online Klasse', '+ 10']","Ostendstraße 82b , 90482 Nürnberg",https://www.eversports.de/sw/lustforlife.studio
Oldenburg,https://files.eversports.com/edbec6bd-19be-4afb-86d7-b2f48b5c43ef/img-20160613-wa00021jpg-small.webp,PoleWirbel,rating,"4,9 (3 Rezensionen)","['Yoga', 'Poledance']","Alter Postweg 125 , 26133 Oldenburg",https://www.eversports.de/sw/polewirbel
Oschatz,https://files.eversports.com/777d0498-cd69-4b81-a0f7-fcc5536b4cb1/abc03a3c-4c5a-4776-aa73-66b26468de27jpeg-small.webp,Poleaddict,rating,(Noch keine Bewertungen),['Poledance'],"Wettinstraße 1 , 04758 Oschatz",https://www.eversports.de/sw/poleaddict
Püttlingen,https://files.eversports.com/17a6f6f5-b56b-45f0-b70c-245a3b39fbac/0dcdef0f8802e3fa9ddd57e41901012d-largejpg-small.webp,Janardana Yoga,rating,5 (13 Rezensionen),"['Schwimmen', 'Yoga', 'Wandern', 'Personal Training', '+ 43']","Rue du Fahrenberg 292 , 57600 Œting",https://www.eversports.de/sw/janardana-yoga
Rheinfelden,https://files.eversports.com/ada68e9c-7bfc-4ce7-94ac-9fd3bfa645aa/logo-dayuma-weiss-gruener-hintergrundjpg-small.webp,Dayuma - Pole & Acrobatics,rating,5 (21 Rezensionen),"['Poledance', 'Akrobatik', 'Acroyoga', 'Stretching', '+ 5']","Auf dem Wolf 18 , 4052 Basel",https://www.eversports.de/sw/dayuma---pole-&-acrobatics
Rheinfelden,https://files.eversports.com/596619e4-9146-413d-88ef-943290808f5d/thumb_11_1024jpg-small.webp,LOFT1 BASEL CITY,rating,"4,7 (27 Rezensionen)","['Fitness', 'Poledance']","Centralbahnplatz 10 , 4051 Basel",https://www.eversports.de/sw/loft1-basel-city
Rheinfelden,https://files.eversports.com/b42766e6-b1ea-4205-b31f-53bb86e93b22/bildschirmfoto-2018-09-11-um-074724png-small.webp,SWISS MEGA PARK,rating,"4,5 (12 Rezensionen)","['Tennis', 'Badminton', 'Basketball', 'Eishockey', '+ 16']","Schützenstrasse 2, 4402 Frenkendorf",https://www.eversports.de/sw/swiss-mega-park
Soest,https://files.eversports.com/eca53eeb-765a-4f65-8dc6-e3b2bb55cfb5/_mg_0433jpg-small.webp,Aerial Studio,rating,"4,8 (16 Rezensionen)","['Poledance', 'Aerial Yoga', 'Aerial Silk', 'Aerial Hoop', '+ 4']","Mississippidreef 2, 3565 CG Utrecht",https://www.eversports.de/sw/aerial-studio
Soest,https://files.eversports.com/2dea9cce-e138-4a2a-a6d1-37f0aaabfa18/aeris_team_standingpng-small.webp,Studio AERIS,rating,"4,9 (37 Rezensionen)","['Tanzen', 'Yoga', 'Poledance', 'Physiotherapie', '+ 8']","Westerkade 10 , 3511 HA Utrecht",https://www.eversports.de/sw/studio-aeris
